shipment_id,truck_id,origin_port,border,destination,depart_time,border_arrival_time,border_exit_time,arrival_time,goods_category,weight_kg,declared_value_usd,fuel_price_usd_per_litre,rainfall_indicator,delay_reason
SHP00754,TRK628,Mombasa,Malaba,Kampala,2024-06-15 04:00:00,2024-06-15 17:04:54.345284,2024-06-15 20:03:44.866625,2024-06-16 02:48:19.715273,Textiles,11454.76,12784.0,1.54,0,None
SHP00755,TRK366,Mombasa,Malaba,Kampala,2024-02-14 21:00:00,2024-02-15 08:33:29.240975,2024-02-15 12:28:32.767290,2024-02-15 17:47:09.925562,Food,12979.96,14150.07,1.19,1,None
SHP00756,TRK954,Mombasa,Malaba,Kampala,2024-05-26 07:00:00,2024-05-26 15:07:27.868172,2024-05-26 20:46:20.814667,2024-05-27 00:51:51.584031,Construction Materials,27942.13,34610.22,1.55,1,None
SHP00757,TRK303,Mombasa,Malaba,Kampala,2024-03-08 22:00:00,2024-03-09 11:06:39.546817,2024-03-09 16:07:22.050095,2024-03-09 20:19:18.924785,Construction Materials,23578.07,23156.27,1.14,1,None
SHP00758,TRK274,Mombasa,Malaba,Kampala,2024-05-25 03:00:00,2024-05-25 11:05:04.881986,2024-05-25 20:44:15.493531,2024-05-26 02:50:27.556416,Textiles,11279.9,12606.37,1.44,0,None
SHP00759,TRK329,Mombasa,Malaba,Kampala,2024-02-22 06:00:00,2024-02-22 19:40:34.730257,2024-02-22 20:50:54.465128,2024-02-23 04:06:07.604066,Food,14319.43,16408.89,1.17,0,None
SHP00760,TRK714,Mombasa,Malaba,Kampala,2024-02-25 09:00:00,2024-02-25 21:21:36.894248,2024-02-25 22:42:53.674900,2024-02-26 03:28:20.504545,Electronics,11127.86,10039.11,1.25,1,None
SHP00761,TRK341,Mombasa,Malaba,Kampala,2024-06-07 14:00:00,2024-06-08 03:26:38.289875,2024-06-08 07:37:22.796226,2024-06-08 13:06:05.579675,Pharmaceuticals,5883.41,5059.83,1.33,1,None
SHP00762,TRK809,Mombasa,Malaba,Kampala,2024-04-11 21:00:00,2024-04-12 06:16:23.901544,2024-04-12 13:40:38.016377,2024-04-12 19:12:40.350933,Machinery,24194.29,23694.87,1.15,0,None
SHP00763,TRK153,Mombasa,Malaba,Kampala,2024-03-26 07:00:00,2024-03-26 17:49:32.140345,2024-03-27 02:22:47.141665,2024-03-27 07:47:49.085909,Construction Materials,33786.44,49904.16,1.4,0,None
SHP00764,TRK105,Mombasa,Malaba,Kampala,2024-03-05 16:00:00,2024-03-06 03:43:04.610142,2024-03-06 06:48:03.618128,2024-03-06 12:00:39.724049,Machinery,22767.76,20321.75,1.55,0,None
SHP00765,TRK694,Mombasa,Malaba,Kampala,2024-02-15 08:00:00,2024-02-15 17:01:09.116369,2024-02-15 17:12:01.855704,2024-02-15 23:10:18.749222,Food,23168.45,20674.22,1.26,1,None
SHP00766,TRK245,Mombasa,Malaba,Kampala,2024-03-07 03:00:00,2024-03-07 12:52:46.623534,2024-03-07 16:02:54.157359,2024-03-07 23:57:44.796427,Machinery,27176.95,37622.76,1.47,1,None
SHP00767,TRK389,Mombasa,Malaba,Kampala,2024-03-08 19:00:00,2024-03-09 07:58:39.126264,2024-03-09 14:39:13.220574,2024-03-09 22:21:37.943660,Construction Materials,21260.21,30293.04,1.26,1,None
SHP00768,TRK882,Mombasa,Malaba,Kampala,2024-02-08 17:00:00,2024-02-09 06:07:05.527083,2024-02-09 11:03:32.908533,2024-02-09 17:41:19.749012,Textiles,6959.91,6488.33,1.13,0,None
SHP00769,TRK136,Mombasa,Malaba,Kampala,2024-04-30 08:00:00,2024-04-30 16:58:52.787067,2024-05-01 00:34:38.012939,2024-05-01 06:26:44.725833,Fuel,39904.03,57822.71,1.12,1,None
SHP00770,TRK826,Mombasa,Malaba,Kampala,2024-05-23 15:00:00,2024-05-24 01:44:47.609615,2024-05-24 12:57:36.340362,2024-05-24 17:24:36.209089,Pharmaceuticals,7201.28,6384.35,1.15,1,None
SHP00771,TRK284,Mombasa,Malaba,Kampala,2024-02-13 23:00:00,2024-02-14 10:03:08.735701,2024-02-14 14:27:47.638496,2024-02-14 19:33:15.836870,Pharmaceuticals,5514.06,6663.65,1.59,0,None
SHP00772,TRK526,Mombasa,Malaba,Kampala,2024-01-20 07:00:00,2024-01-20 19:36:34.274023,2024-01-20 23:04:54.113413,2024-01-21 05:47:21.596045,Food,10389.43,13266.46,1.44,1,None
SHP00773,TRK482,Mombasa,Malaba,Kampala,2024-05-31 03:00:00,2024-05-31 16:01:18.707705,2024-05-31 18:19:05.864150,2024-05-31 22:56:00.230899,Fuel,29204.66,37831.56,1.34,1,None
SHP00774,TRK708,Mombasa,Malaba,Kampala,2024-06-17 00:00:00,2024-06-17 09:58:35.621508,2024-06-17 11:19:23.140446,2024-06-17 15:29:54.537239,Construction Materials,34017.92,34951.4,1.47,0,None
SHP00775,TRK316,Mombasa,Malaba,Kampala,2024-01-13 20:00:00,2024-01-14 05:41:51.806612,2024-01-14 06:41:25.585231,2024-01-14 13:52:58.901613,Pharmaceuticals,2424.34,3554.88,1.29,1,None
SHP00776,TRK361,Mombasa,Malaba,Kampala,2024-02-15 07:00:00,2024-02-15 20:47:25.065092,2024-02-15 23:37:15.126178,2024-02-16 07:04:58.549533,Fuel,20410.24,19303.11,1.29,1,None
SHP00777,TRK391,Mombasa,Malaba,Kampala,2024-06-14 20:00:00,2024-06-15 04:55:29.308696,2024-06-15 15:07:49.906305,2024-06-15 20:19:28.978218,Textiles,6891.23,9402.72,1.26,0,None
SHP00778,TRK467,Mombasa,Malaba,Kampala,2024-06-19 03:00:00,2024-06-19 15:59:32.342085,2024-06-20 00:06:15.521264,2024-06-20 06:09:17.727713,Machinery,17799.73,19075.31,1.23,1,None
SHP00779,TRK192,Mombasa,Malaba,Kampala,2024-04-18 11:00:00,2024-04-18 22:40:59.544122,2024-04-19 02:01:17.741276,2024-04-19 07:45:28.866560,Machinery,10044.84,11645.37,1.59,0,None
SHP00780,TRK763,Mombasa,Malaba,Kampala,2024-06-24 22:00:00,2024-06-25 06:55:49.505539,2024-06-26 01:48:13.417412,2024-06-26 07:47:06.057866,Pharmaceuticals,5883.35,5052.5,1.33,0,Traffic Congestion
SHP00781,TRK407,Mombasa,Malaba,Kampala,2024-02-08 04:00:00,2024-02-08 16:06:21.181046,2024-02-08 19:06:27.805591,2024-02-09 00:18:33.690190,Electronics,12846.38,12934.21,1.12,0,None
SHP00782,TRK146,Mombasa,Malaba,Kampala,2024-05-11 03:00:00,2024-05-11 14:03:50.074218,2024-05-12 01:59:23.678587,2024-05-12 07:38:31.158012,Machinery,22538.82,27000.04,1.23,1,None
SHP00783,TRK699,Mombasa,Malaba,Kampala,2024-01-21 16:00:00,2024-01-22 00:05:51.403785,2024-01-22 13:54:40.788684,2024-01-22 20:52:24.221508,Machinery,11950.15,11084.31,1.3,0,Traffic Congestion
SHP00784,TRK997,Mombasa,Malaba,Kampala,2024-06-29 09:00:00,2024-06-29 18:53:01.241285,2024-06-30 01:53:06.334021,2024-06-30 08:46:53.297483,Textiles,9032.34,11170.0,1.23,0,None
SHP00785,TRK316,Mombasa,Malaba,Kampala,2024-02-17 02:00:00,2024-02-17 14:28:55.833296,2024-02-17 17:17:23.652776,2024-02-17 23:42:22.014153,Textiles,9060.68,9999.9,1.11,1,None
SHP00786,TRK219,Mombasa,Malaba,Kampala,2024-01-04 05:00:00,2024-01-04 16:56:05.300994,2024-01-04 20:38:57.066562,2024-01-05 02:29:23.414011,Machinery,27113.17,40020.74,1.4,1,None
SHP00787,TRK410,Mombasa,Malaba,Kampala,2024-06-07 19:00:00,2024-06-08 05:09:51.741715,2024-06-08 10:54:51.427376,2024-06-08 17:36:34.192634,Pharmaceuticals,6050.61,8248.49,1.14,0,None
SHP00788,TRK114,Mombasa,Malaba,Kampala,2024-02-18 03:00:00,2024-02-18 15:53:44.913618,2024-02-18 17:16:57.917739,2024-02-19 00:04:00.784903,Electronics,17885.18,16927.62,1.42,0,None
SHP00789,TRK546,Mombasa,Malaba,Kampala,2024-06-09 17:00:00,2024-06-10 02:08:43.752179,2024-06-10 04:14:51.116693,2024-06-10 09:27:04.334015,Machinery,11259.64,12332.86,1.16,0,None
SHP00790,TRK856,Mombasa,Malaba,Kampala,2024-06-28 14:00:00,2024-06-29 03:46:59.524408,2024-06-29 05:43:32.877412,2024-06-29 11:36:42.321873,Textiles,7045.65,6833.16,1.25,1,None
SHP00791,TRK152,Mombasa,Malaba,Kampala,2024-03-26 00:00:00,2024-03-26 08:36:57.532069,2024-03-26 15:59:44.614916,2024-03-26 23:23:10.480149,Machinery,29548.71,41191.83,1.47,1,None
SHP00792,TRK137,Mombasa,Malaba,Kampala,2024-05-04 12:00:00,2024-05-04 22:54:59.780749,2024-05-05 10:03:29.458422,2024-05-05 16:25:20.423990,Construction Materials,33705.62,48318.73,1.53,0,None
SHP00793,TRK831,Mombasa,Malaba,Kampala,2024-01-16 16:00:00,2024-01-17 00:06:50.824635,2024-01-17 08:26:50.964695,2024-01-17 14:45:11.172964,Construction Materials,16270.21,23185.28,1.31,1,None
SHP00794,TRK219,Mombasa,Malaba,Kampala,2024-05-06 19:00:00,2024-05-07 08:38:01.632682,2024-05-07 18:34:07.045641,2024-05-07 23:57:20.448874,Pharmaceuticals,4617.38,4215.36,1.46,1,None
SHP00795,TRK452,Mombasa,Malaba,Kampala,2024-04-22 07:00:00,2024-04-22 18:02:44.936417,2024-04-22 20:39:00.700626,2024-04-23 03:00:02.986051,Pharmaceuticals,4034.92,4928.53,1.52,1,None
SHP00796,TRK234,Mombasa,Malaba,Kampala,2024-03-16 23:00:00,2024-03-17 11:16:05.920016,2024-03-17 15:07:11.309098,2024-03-17 22:57:32.477601,Textiles,11470.77,14415.89,1.28,1,None
SHP00797,TRK918,Mombasa,Malaba,Kampala,2024-02-11 19:00:00,2024-02-12 04:14:35.705562,2024-02-12 08:20:00.018162,2024-02-12 15:05:46.062866,Fuel,33341.13,29685.86,1.2,1,None
SHP00798,TRK203,Mombasa,Malaba,Kampala,2024-04-16 15:00:00,2024-04-17 00:49:18.880897,2024-04-17 07:48:12.763622,2024-04-17 12:38:28.597977,Fuel,39985.22,42030.49,1.23,0,None
SHP00799,TRK278,Mombasa,Malaba,Kampala,2024-05-08 01:00:00,2024-05-08 13:50:27.215724,2024-05-08 16:44:23.055669,2024-05-08 22:05:26.436135,Fuel,32351.26,28614.09,1.21,1,None
SHP00800,TRK448,Mombasa,Malaba,Kampala,2024-03-31 01:00:00,2024-03-31 13:37:14.049688,2024-03-31 23:08:37.366217,2024-04-01 05:22:18.488058,Electronics,17801.12,25127.83,1.4,0,None
SHP00801,TRK823,Mombasa,Malaba,Kampala,2024-01-13 14:00:00,2024-01-14 02:47:38.116724,2024-01-14 16:21:25.913116,2024-01-15 00:12:28.031486,Textiles,3998.38,3495.08,1.41,0,Weather Disruption
SHP00802,TRK142,Mombasa,Malaba,Kampala,2024-05-09 03:00:00,2024-05-09 12:00:08.200043,2024-05-09 19:14:17.831122,2024-05-09 23:42:37.885778,Electronics,18664.79,16983.52,1.25,1,None
SHP00803,TRK880,Mombasa,Malaba,Kampala,2024-05-09 15:00:00,2024-05-10 03:23:43.120913,2024-05-10 07:06:39.104946,2024-05-10 11:30:28.941987,Pharmaceuticals,4182.42,5744.19,1.16,0,None
SHP00804,TRK549,Mombasa,Malaba,Kampala,2024-04-16 00:00:00,2024-04-16 09:28:18.826996,2024-04-16 11:52:30.202324,2024-04-16 19:06:41.893430,Food,14301.37,13155.59,1.23,1,None
SHP00805,TRK469,Mombasa,Malaba,Kampala,2024-06-10 21:00:00,2024-06-11 06:28:21.747650,2024-06-11 08:25:10.715418,2024-06-11 15:25:56.885543,Construction Materials,23434.44,22490.67,1.5,1,None
SHP00806,TRK519,Mombasa,Malaba,Kampala,2024-04-27 16:00:00,2024-04-28 04:46:03.518682,2024-04-28 05:21:51.016182,2024-04-28 10:48:40.567105,Fuel,28851.57,38635.32,1.46,0,None
SHP00807,TRK186,Mombasa,Malaba,Kampala,2024-03-27 10:00:00,2024-03-27 20:24:35.658754,2024-03-28 00:36:03.652511,2024-03-28 07:41:25.818554,Machinery,9352.3,12451.98,1.43,0,None
SHP00808,TRK688,Mombasa,Malaba,Kampala,2024-01-15 20:00:00,2024-01-16 09:52:49.016816,2024-01-16 13:52:58.761121,2024-01-16 21:04:45.380145,Construction Materials,34453.22,37675.07,1.54,1,None
SHP00809,TRK838,Mombasa,Malaba,Kampala,2024-03-21 11:00:00,2024-03-21 19:02:50.688244,2024-03-22 04:10:30.939488,2024-03-22 09:17:39.782213,Construction Materials,27208.02,24563.49,1.3,0,None
SHP00810,TRK657,Mombasa,Malaba,Kampala,2024-06-08 19:00:00,2024-06-09 06:54:44.001088,2024-06-09 09:58:36.808774,2024-06-09 16:46:00.390678,Textiles,10034.07,10868.44,1.2,1,None
SHP00811,TRK186,Mombasa,Malaba,Kampala,2024-01-10 17:00:00,2024-01-11 03:00:25.047174,2024-01-11 07:23:14.013145,2024-01-11 14:17:15.434171,Pharmaceuticals,7279.25,8475.44,1.37,0,None
SHP00812,TRK195,Mombasa,Malaba,Kampala,2024-05-10 17:00:00,2024-05-11 02:52:24.652135,2024-05-11 09:02:59.047397,2024-05-11 14:24:45.255266,Pharmaceuticals,2960.16,2425.92,1.5,1,None
SHP00813,TRK347,Mombasa,Malaba,Kampala,2024-03-18 23:00:00,2024-03-19 09:32:11.311081,2024-03-19 16:41:21.320481,2024-03-19 22:42:37.274537,Pharmaceuticals,2359.67,2503.81,1.41,1,None
SHP00814,TRK226,Mombasa,Malaba,Kampala,2024-01-13 20:00:00,2024-01-14 09:38:53.009507,2024-01-14 18:04:06.347589,2024-01-14 23:51:48.158746,Construction Materials,29737.17,33222.46,1.59,0,None
SHP00815,TRK458,Mombasa,Malaba,Kampala,2024-03-17 09:00:00,2024-03-17 21:00:05.523277,2024-03-18 02:44:09.265429,2024-03-18 09:59:46.406376,Construction Materials,28448.68,36984.58,1.36,0,None
SHP00816,TRK207,Mombasa,Malaba,Kampala,2024-03-24 16:00:00,2024-03-25 03:29:39.171391,2024-03-25 04:57:56.412786,2024-03-25 12:15:25.347997,Food,16814.64,15176.68,1.31,1,None
SHP00817,TRK183,Mombasa,Malaba,Kampala,2024-01-24 01:00:00,2024-01-24 11:32:57.553421,2024-01-24 18:15:45.183586,2024-01-24 22:46:58.095412,Electronics,11692.46,12376.54,1.36,1,None
SHP00818,TRK992,Mombasa,Malaba,Kampala,2024-03-08 18:00:00,2024-03-09 04:59:34.669803,2024-03-09 07:52:14.703409,2024-03-09 13:33:51.983017,Machinery,23158.39,33891.7,1.47,1,None
SHP00819,TRK943,Mombasa,Malaba,Kampala,2024-02-11 04:00:00,2024-02-11 15:02:04.975243,2024-02-12 02:31:38.371447,2024-02-12 08:27:58.978842,Machinery,10846.47,14026.3,1.53,0,None
SHP00820,TRK811,Mombasa,Malaba,Kampala,2024-02-24 14:00:00,2024-02-25 00:50:24.480134,2024-02-25 05:55:22.696109,2024-02-25 12:54:32.242916,Construction Materials,22386.64,32824.98,1.4,1,None
SHP00821,TRK212,Mombasa,Malaba,Kampala,2024-01-31 11:00:00,2024-01-31 22:25:50.118696,2024-02-01 04:25:19.864891,2024-02-01 08:34:59.927730,Electronics,6766.13,6857.12,1.29,1,None
SHP00822,TRK597,Mombasa,Malaba,Kampala,2024-01-08 04:00:00,2024-01-08 12:51:10.219804,2024-01-09 08:51:10.219804,2024-01-09 15:12:40.808920,Fuel,38736.41,39263.8,1.24,0,Truck Breakdown
SHP00823,TRK600,Mombasa,Malaba,Kampala,2024-01-01 03:00:00,2024-01-01 14:17:06.805672,2024-01-01 22:48:26.005174,2024-01-02 03:04:38.934531,Fuel,28351.5,34054.16,1.38,1,None
SHP00824,TRK900,Mombasa,Malaba,Kampala,2024-04-06 15:00:00,2024-04-07 04:00:24.335745,2024-04-07 10:37:58.899616,2024-04-07 17:58:03.941519,Electronics,16429.27,18948.45,1.33,1,None
SHP00825,TRK783,Mombasa,Malaba,Kampala,2024-04-24 04:00:00,2024-04-24 17:11:53.063935,2024-04-24 21:40:50.797980,2024-04-25 02:58:53.912506,Textiles,8622.93,10662.36,1.29,1,None
SHP00826,TRK447,Mombasa,Malaba,Kampala,2024-05-18 01:00:00,2024-05-18 14:44:54.517029,2024-05-18 16:20:51.919724,2024-05-18 23:54:28.541302,Pharmaceuticals,3664.25,3158.48,1.18,0,None
SHP00827,TRK685,Mombasa,Malaba,Kampala,2024-06-10 22:00:00,2024-06-11 07:51:11.118523,2024-06-11 12:05:11.218619,2024-06-11 18:40:01.517976,Pharmaceuticals,5356.12,5006.36,1.41,0,None
SHP00828,TRK683,Mombasa,Malaba,Kampala,2024-05-13 06:00:00,2024-05-13 18:30:12.065189,2024-05-13 20:52:47.036337,2024-05-14 02:53:25.035074,Fuel,22405.66,32607.57,1.19,0,None
SHP00829,TRK381,Mombasa,Malaba,Kampala,2024-02-22 07:00:00,2024-02-22 19:58:41.315903,2024-02-23 10:38:06.066692,2024-02-23 17:59:26.477840,Construction Materials,23884.59,32598.76,1.4,1,Weather Disruption
SHP00830,TRK146,Mombasa,Malaba,Kampala,2024-05-05 00:00:00,2024-05-05 10:02:23.061589,2024-05-05 16:43:45.668073,2024-05-05 21:27:04.983356,Fuel,37192.97,38017.45,1.23,0,None
SHP00831,TRK201,Mombasa,Malaba,Kampala,2024-05-18 05:00:00,2024-05-18 14:42:43.597249,2024-05-19 01:55:33.760989,2024-05-19 06:39:24.193527,Textiles,3806.66,3862.83,1.3,0,None
SHP00832,TRK160,Mombasa,Malaba,Kampala,2024-06-06 10:00:00,2024-06-06 19:05:19.489346,2024-06-06 22:04:45.799082,2024-06-07 04:55:57.328059,Food,15849.1,16229.94,1.31,1,None
SHP00833,TRK364,Mombasa,Malaba,Kampala,2024-04-06 03:00:00,2024-04-06 11:18:40.567360,2024-04-06 13:50:44.947447,2024-04-06 18:48:15.518123,Construction Materials,26720.58,30597.35,1.48,1,None
SHP00834,TRK217,Mombasa,Malaba,Kampala,2024-03-09 01:00:00,2024-03-09 10:54:36.067224,2024-03-09 18:51:52.251786,2024-03-10 01:04:37.195417,Fuel,29683.43,32213.81,1.22,0,None
SHP00835,TRK375,Mombasa,Malaba,Kampala,2024-05-21 18:00:00,2024-05-22 06:03:02.104467,2024-05-22 08:20:26.958835,2024-05-22 13:19:33.910616,Construction Materials,28031.02,24888.74,1.38,1,None
SHP00836,TRK185,Mombasa,Malaba,Kampala,2024-06-11 16:00:00,2024-06-12 01:13:14.669188,2024-06-12 04:42:38.294433,2024-06-12 12:34:56.220216,Food,18106.6,16617.0,1.22,1,None
SHP00837,TRK668,Mombasa,Malaba,Kampala,2024-04-25 01:00:00,2024-04-25 09:00:21.622866,2024-04-26 00:07:12.711172,2024-04-26 05:58:43.700746,Textiles,8586.57,10794.53,1.18,0,Traffic Congestion
SHP00838,TRK379,Mombasa,Malaba,Kampala,2024-06-02 08:00:00,2024-06-02 21:02:12.934787,2024-06-03 00:38:36.088412,2024-06-03 06:09:50.299020,Food,22636.58,21480.48,1.52,1,None
SHP00839,TRK146,Mombasa,Malaba,Kampala,2024-02-11 23:00:00,2024-02-12 10:12:16.328585,2024-02-12 11:28:38.666953,2024-02-12 15:45:25.734117,Fuel,27906.1,24727.15,1.17,1,None
SHP00840,TRK999,Mombasa,Malaba,Kampala,2024-04-20 06:00:00,2024-04-20 17:39:45.618684,2024-04-20 18:28:25.229898,2024-04-21 02:18:12.037199,Food,23258.97,33999.64,1.42,1,None
SHP00841,TRK379,Mombasa,Malaba,Kampala,2024-03-03 21:00:00,2024-03-04 10:53:53.274059,2024-03-04 12:00:40.616139,2024-03-04 17:22:40.085327,Machinery,29097.84,29968.45,1.56,0,None
SHP00842,TRK761,Mombasa,Malaba,Kampala,2024-01-01 19:00:00,2024-01-02 05:51:33.025321,2024-01-02 17:30:59.349309,2024-01-03 01:07:20.157222,Pharmaceuticals,3041.22,3616.17,1.45,1,None
SHP00843,TRK880,Mombasa,Malaba,Kampala,2024-04-10 17:00:00,2024-04-11 01:29:12.813794,2024-04-11 04:38:22.696165,2024-04-11 12:08:47.468366,Pharmaceuticals,2465.14,2025.51,1.52,1,None
SHP00844,TRK788,Mombasa,Malaba,Kampala,2024-02-01 11:00:00,2024-02-02 00:49:56.042996,2024-02-02 20:49:56.042996,2024-02-03 02:20:15.863858,Construction Materials,22159.31,20475.88,1.48,0,Customs Inspection
SHP00845,TRK573,Mombasa,Malaba,Kampala,2024-04-04 06:00:00,2024-04-04 16:40:02.877386,2024-04-05 06:20:01.557010,2024-04-05 11:13:11.456022,Fuel,35168.42,44888.55,1.45,0,Customs Inspection
SHP00846,TRK935,Mombasa,Malaba,Kampala,2024-06-06 20:00:00,2024-06-07 05:49:08.656302,2024-06-07 23:18:28.391357,2024-06-08 06:10:44.848586,Electronics,19701.79,29101.66,1.12,1,Truck Breakdown
SHP00847,TRK823,Mombasa,Malaba,Kampala,2024-06-04 06:00:00,2024-06-04 14:02:34.124643,2024-06-05 00:09:00.444518,2024-06-05 08:05:13.839465,Pharmaceuticals,4376.52,6166.26,1.38,1,None
SHP00848,TRK274,Mombasa,Malaba,Kampala,2024-05-21 06:00:00,2024-05-21 17:57:32.509898,2024-05-22 01:37:22.332083,2024-05-22 07:53:08.513572,Pharmaceuticals,5617.84,5184.54,1.39,0,None
SHP00849,TRK230,Mombasa,Malaba,Kampala,2024-03-07 18:00:00,2024-03-08 07:07:58.345514,2024-03-08 09:35:10.717175,2024-03-08 17:06:37.161716,Pharmaceuticals,6693.52,6253.73,1.44,1,None
SHP00850,TRK797,Mombasa,Malaba,Kampala,2024-05-23 14:00:00,2024-05-23 22:00:42.227240,2024-05-24 02:59:55.219039,2024-05-24 08:42:25.667502,Pharmaceuticals,7658.45,6404.79,1.57,1,None
SHP00851,TRK964,Mombasa,Malaba,Kampala,2024-04-14 08:00:00,2024-04-14 16:43:49.102244,2024-04-15 00:56:29.128869,2024-04-15 07:00:52.580746,Machinery,15952.38,21237.65,1.54,0,None
SHP00852,TRK148,Mombasa,Malaba,Kampala,2024-03-12 13:00:00,2024-03-13 00:11:40.062097,2024-03-13 09:52:55.146539,2024-03-13 15:08:49.030831,Machinery,12281.38,10528.41,1.39,0,None
SHP00853,TRK855,Mombasa,Malaba,Kampala,2024-02-27 22:00:00,2024-02-28 08:32:34.517548,2024-02-28 10:17:47.594444,2024-02-28 14:35:39.535727,Electronics,7953.15,8195.38,1.13,0,None
SHP00854,TRK128,Mombasa,Malaba,Kampala,2024-05-02 13:00:00,2024-05-03 01:50:54.076002,2024-05-03 06:08:06.696495,2024-05-03 12:30:19.139591,Pharmaceuticals,7610.36,10565.88,1.22,1,None
SHP00855,TRK344,Mombasa,Malaba,Kampala,2024-03-28 01:00:00,2024-03-28 13:55:47.289991,2024-03-28 18:36:58.929501,2024-03-29 00:41:42.250144,Electronics,19153.21,25723.23,1.41,0,None
SHP00856,TRK740,Mombasa,Malaba,Kampala,2024-04-24 18:00:00,2024-04-25 02:44:56.249642,2024-04-25 07:17:31.557488,2024-04-25 15:11:24.725822,Fuel,27547.9,39202.28,1.45,0,None
SHP00857,TRK163,Mombasa,Malaba,Kampala,2024-04-23 01:00:00,2024-04-23 10:48:31.775199,2024-04-23 12:47:55.186831,2024-04-23 19:18:12.253881,Fuel,22036.55,18489.83,1.13,1,None
SHP00858,TRK511,Mombasa,Malaba,Kampala,2024-01-25 19:00:00,2024-01-26 07:30:42.408527,2024-01-26 23:40:43.943111,2024-01-27 04:36:40.755681,Construction Materials,30749.5,38031.16,1.33,1,Traffic Congestion
SHP00859,TRK735,Mombasa,Malaba,Kampala,2024-06-07 03:00:00,2024-06-07 13:02:15.715858,2024-06-07 17:12:38.969558,2024-06-08 00:57:40.191430,Textiles,3233.75,3757.78,1.39,0,None
SHP00860,TRK205,Mombasa,Malaba,Kampala,2024-01-04 19:00:00,2024-01-05 07:16:47.266914,2024-01-05 09:24:30.294852,2024-01-05 15:46:47.860430,Textiles,4742.53,5696.96,1.42,1,None
SHP00861,TRK463,Mombasa,Malaba,Kampala,2024-04-17 15:00:00,2024-04-18 03:20:51.857589,2024-04-18 19:46:28.030920,2024-04-19 01:33:10.621036,Electronics,7065.09,5870.03,1.16,1,Weather Disruption
SHP00862,TRK767,Mombasa,Malaba,Kampala,2024-04-01 09:00:00,2024-04-01 20:30:07.183903,2024-04-02 10:10:36.767207,2024-04-02 16:20:29.236577,Electronics,7211.14,7327.04,1.27,1,Customs Inspection
SHP00863,TRK630,Mombasa,Malaba,Kampala,2024-05-30 21:00:00,2024-05-31 09:04:11.288086,2024-05-31 14:38:07.951013,2024-05-31 18:51:53.325117,Construction Materials,31383.68,37397.26,1.13,1,None
SHP00864,TRK300,Mombasa,Malaba,Kampala,2024-02-21 20:00:00,2024-02-22 09:27:03.604717,2024-02-22 12:51:16.301597,2024-02-22 19:59:44.100419,Food,12840.33,14548.19,1.45,1,None
SHP00865,TRK714,Mombasa,Malaba,Kampala,2024-06-26 10:00:00,2024-06-26 23:06:43.387538,2024-06-27 00:07:47.401072,2024-06-27 06:23:39.196563,Food,19241.55,21032.68,1.18,1,None
SHP00866,TRK997,Mombasa,Malaba,Kampala,2024-01-11 15:00:00,2024-01-12 00:18:59.167040,2024-01-12 07:34:51.763019,2024-01-12 11:35:45.000860,Electronics,15398.31,17347.36,1.21,1,None
SHP00867,TRK852,Mombasa,Malaba,Kampala,2024-03-25 23:00:00,2024-03-26 09:15:19.694957,2024-03-26 12:27:47.121648,2024-03-26 18:03:51.622608,Textiles,11908.9,12551.65,1.14,0,None
SHP00868,TRK668,Mombasa,Malaba,Kampala,2024-01-30 04:00:00,2024-01-30 13:44:36.446252,2024-01-30 18:38:15.532081,2024-01-30 23:24:54.941681,Construction Materials,33254.18,34981.28,1.59,0,None
SHP00869,TRK302,Mombasa,Malaba,Kampala,2024-03-13 05:00:00,2024-03-13 14:18:49.212874,2024-03-14 05:47:51.101562,2024-03-14 10:50:43.885038,Electronics,10097.26,11997.09,1.19,0,Documentation Issues
SHP00870,TRK963,Mombasa,Malaba,Kampala,2024-03-08 03:00:00,2024-03-08 11:07:33.465226,2024-03-08 14:08:14.884635,2024-03-08 20:50:50.198893,Machinery,22407.12,31807.09,1.27,0,None
SHP00871,TRK412,Mombasa,Malaba,Kampala,2024-04-26 07:00:00,2024-04-26 17:13:04.238135,2024-04-27 00:15:43.250573,2024-04-27 05:45:05.094289,Electronics,19117.43,28369.72,1.6,1,None
SHP00872,TRK999,Mombasa,Malaba,Kampala,2024-01-17 03:00:00,2024-01-17 11:51:59.736510,2024-01-17 20:27:33.061417,2024-01-18 04:09:20.900145,Textiles,4706.77,5520.04,1.45,1,None
SHP00873,TRK713,Mombasa,Malaba,Kampala,2024-04-19 20:00:00,2024-04-20 05:28:02.272201,2024-04-20 16:53:00.664282,2024-04-20 21:04:05.875052,Construction Materials,26746.52,37394.44,1.25,0,None
SHP00874,TRK435,Mombasa,Malaba,Kampala,2024-03-04 01:00:00,2024-03-04 12:46:36.317449,2024-03-04 17:23:55.694944,2024-03-04 22:31:08.750558,Electronics,17772.54,26265.49,1.54,0,None
SHP00875,TRK844,Mombasa,Malaba,Kampala,2024-01-21 15:00:00,2024-01-22 03:44:45.539942,2024-01-22 07:59:52.490750,2024-01-22 14:27:26.855605,Electronics,12629.21,16745.27,1.42,1,None
SHP00876,TRK610,Mombasa,Malaba,Kampala,2024-05-12 14:00:00,2024-05-12 23:04:26.367976,2024-05-13 03:14:49.686032,2024-05-13 10:05:49.497009,Construction Materials,28890.19,37584.83,1.35,1,None
